dataset_file,algorithm,total_abstracts,total_relevant,total_relevant_in_screening_set,training_size,training_relevant,training_prevalence_estimate,band_selected_by_estimate,selected_screening_cost,selected_recall,selected_all_keys_found,A_screening_cost,A_recall,A_all_keys_found,A_stopped_by_breakout,A_data_cut_met_without_all_keys,A_sensitivity_gain_from_keys,A_keys_missing_at_data_cut,B_screening_cost,B_recall,B_all_keys_found,B_stopped_by_breakout,B_data_cut_met_without_all_keys,B_sensitivity_gain_from_keys,B_keys_missing_at_data_cut,C_screening_cost,C_recall,C_all_keys_found,C_stopped_by_breakout,C_data_cut_met_without_all_keys,C_sensitivity_gain_from_keys,C_keys_missing_at_data_cut
Simonsmeier_et_al_2022_training_27_seed3590_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,86,1,0.15,C,0.8742833742833743,0.9993364299933643,True,0.9139025389025389,0.9993364299933643,True,False,False,,0.0,0.8941441441441441,0.9993364299933643,True,False,False,,0.0,0.8742833742833743,0.9993364299933643,True,False,False,,0
Woods_et_al_2022_training_72_seed5370_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,95,1,0.06,B,0.2619647355163728,1.0,True,0.31889168765743076,1.0,True,True,False,,,0.2619647355163728,1.0,True,False,False,,0.0,0.1672544080604534,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_73_seed748_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,96,1,0.05,A,0.3200671704450042,1.0,True,0.3200671704450042,1.0,True,True,False,,,0.26213266162888327,1.0,True,False,False,,0.0,0.16910159529806884,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_74_seed9276_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,94,1,0.07,B,0.2619647355163728,1.0,True,0.31838790931989924,1.0,True,True,False,,,0.2619647355163728,1.0,True,False,False,,0.0,0.16792611251049538,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_75_seed780_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,94,1,0.07,B,0.2619647355163728,1.0,True,0.32057094878253567,1.0,True,True,False,,,0.2619647355163728,1.0,True,False,False,,0.0,0.16926952141057935,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_76_seed9_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,95,1,0.06,B,0.2619647355163728,1.0,True,0.31889168765743076,1.0,True,True,False,,,0.2619647355163728,1.0,True,False,False,,0.0,0.16809403862300587,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_77_seed1749_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,97,1,0.04,A,0.3198992443324937,1.0,True,0.3198992443324937,1.0,True,True,False,,,0.2623005877413938,1.0,True,False,False,,0.0,0.16893366918555835,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_78_seed8429_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,95,1,0.06,B,0.2619647355163728,1.0,True,0.3193954659949622,1.0,True,True,False,,,0.2619647355163728,1.0,True,False,False,,0.0,0.16910159529806884,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_79_seed639_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,95,1,0.06,B,0.2619647355163728,1.0,True,0.3192275398824517,1.0,True,True,False,,,0.2619647355163728,1.0,True,False,False,,0.0,0.16826196473551638,0.9962264150943396,True,False,False,,0
Simonsmeier_et_al_2022_training_28_seed5915_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,88,1,0.13,C,0.8748976248976249,0.9993364299933643,True,0.9831081081081081,1.0,True,False,False,,0.0,0.8946560196560197,0.9993364299933643,True,False,False,,0.0,0.8748976248976249,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_29_seed5708_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,85,1,0.16,C,0.8738738738738738,0.9993364299933643,True,0.9821867321867321,1.0,True,False,False,,0.0,0.8937346437346437,0.9993364299933643,True,False,False,,0.0,0.8738738738738738,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_30_seed3707_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,87,1,0.14,C,0.8719287469287469,0.9993364299933643,True,0.9115479115479116,0.9993364299933643,True,False,False,,0.0,0.8917895167895168,0.9993364299933643,True,False,False,,0.0,0.8719287469287469,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_31_seed7511_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,86,1,0.15,C,0.8724406224406225,0.9993364299933643,True,0.9120597870597871,0.9993364299933643,True,False,False,,0.0,0.8923013923013923,0.9993364299933643,True,False,False,,0.0,0.8724406224406225,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_32_seed551_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,84,1,0.17,C,0.8738738738738738,0.9993364299933643,True,0.9134930384930385,0.9993364299933643,True,False,False,,0.0,0.8937346437346437,0.9993364299933643,True,False,False,,0.0,0.8738738738738738,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_33_seed2460_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,85,1,0.16,C,0.8737714987714987,0.9993364299933643,True,0.9813677313677314,1.0,True,False,False,,0.0,0.8936322686322686,0.9993364299933643,True,False,False,,0.0,0.8737714987714987,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_34_seed367_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,85,1,0.16,C,0.8744881244881245,0.9993364299933643,True,0.9823914823914824,1.0,True,False,False,,0.0,0.8943488943488943,0.9993364299933643,True,False,False,,0.0,0.8744881244881245,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_35_seed6638_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,81,1,0.2,C,0.8724406224406225,0.9993364299933643,True,0.9121621621621622,0.9993364299933643,True,False,False,,0.0,0.8923013923013923,0.9993364299933643,True,False,False,,0.0,0.8724406224406225,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_36_seed5823_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,84,1,0.17,C,0.8747952497952498,0.9993364299933643,True,0.9832104832104832,1.0,True,False,False,,0.0,0.8946560196560197,0.9993364299933643,True,False,False,,0.0,0.8747952497952498,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_37_seed943_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,80,1,0.21,C,0.8732596232596233,0.9993364299933643,True,0.9129811629811629,0.9993364299933643,True,False,False,,0.0,0.8931203931203932,0.9993364299933643,True,False,False,,0.0,0.8732596232596233,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_38_seed186_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,90,1,0.11,C,0.8723382473382474,0.9993364299933643,True,0.911957411957412,0.9993364299933643,True,False,False,,0.0,0.8920966420966421,0.9993364299933643,True,False,False,,0.0,0.8723382473382474,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_39_seed9340_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,82,1,0.19,C,0.8741809991809992,0.9993364299933643,True,0.9829033579033579,1.0,True,False,False,,0.0,0.894041769041769,0.9993364299933643,True,False,False,,0.0,0.8741809991809992,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_40_seed5309_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,78,1,0.23,C,0.8727477477477478,0.9993364299933643,True,0.9124692874692875,0.9993364299933643,True,False,False,,0.0,0.8926085176085176,0.9993364299933643,True,False,False,,0.0,0.8727477477477478,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_41_seed8533_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,80,1,0.21,C,0.8721334971334971,0.9993364299933643,True,0.9118550368550369,0.9993364299933643,True,False,False,,0.0,0.891994266994267,0.9993364299933643,True,False,False,,0.0,0.8721334971334971,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_42_seed5548_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,90,1,0.11,C,0.8713144963144963,0.9993364299933643,True,0.9109336609336609,0.9993364299933643,True,False,False,,0.0,0.8910728910728911,0.9993364299933643,True,False,False,,0.0,0.8713144963144963,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_43_seed6555_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,91,1,0.1,B,0.8916871416871417,0.9993364299933643,True,0.9115479115479116,0.9993364299933643,True,False,False,,0.0,0.8916871416871417,0.9993364299933643,True,False,False,,0.0,0.8719287469287469,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_52_seed4587_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,86,1,0.15,C,0.8712121212121212,0.9993364299933643,True,0.9108312858312858,0.9993364299933643,True,False,False,,0.0,0.8910728910728911,0.9993364299933643,True,False,False,,0.0,0.8712121212121212,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_53_seed9681_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,82,1,0.19,C,0.8719287469287469,0.9993364299933643,True,0.9116502866502867,0.9993364299933643,True,False,False,,0.0,0.8917895167895168,0.9993364299933643,True,False,False,,0.0,0.8719287469287469,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_54_seed3786_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,87,1,0.14,C,0.8747952497952498,0.9993364299933643,True,0.9144144144144144,0.9993364299933643,True,False,False,,0.0,0.8946560196560197,0.9993364299933643,True,False,False,,0.0,0.8747952497952498,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_55_seed9120_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,90,1,0.11,C,0.8732596232596233,0.9993364299933643,True,0.982084357084357,1.0,True,False,False,,0.0,0.8930180180180181,0.9993364299933643,True,False,False,,0.0,0.8732596232596233,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_56_seed6536_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,82,1,0.19,C,0.871007371007371,0.9993364299933643,True,0.9107289107289107,0.9993364299933643,True,False,False,,0.0,0.8908681408681409,0.9993364299933643,True,False,False,,0.0,0.871007371007371,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_57_seed3319_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,90,1,0.11,C,0.8742833742833743,0.9993364299933643,True,0.9824938574938575,1.0,True,False,False,,0.0,0.894041769041769,0.9993364299933643,True,False,False,,0.0,0.8742833742833743,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_58_seed5159_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,84,1,0.17,C,0.8719287469287469,0.9993364299933643,True,0.9115479115479116,0.9993364299933643,True,False,False,,0.0,0.8917895167895168,0.9993364299933643,True,False,False,,0.0,0.8719287469287469,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_59_seed1512_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,84,1,0.17,C,0.8730548730548731,0.9993364299933643,True,0.9126740376740377,0.9993364299933643,True,False,False,,0.0,0.892915642915643,0.9993364299933643,True,False,False,,0.0,0.8730548730548731,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_44_seed1347_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,87,1,0.14,C,0.8722358722358723,0.9993364299933643,True,0.9118550368550369,0.9993364299933643,True,False,False,,0.0,0.8920966420966421,0.9993364299933643,True,False,False,,0.0,0.8722358722358723,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_45_seed7527_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,88,1,0.13,C,0.8725429975429976,0.9993364299933643,True,0.9121621621621622,0.9993364299933643,True,False,False,,0.0,0.8923013923013923,0.9993364299933643,True,False,False,,0.0,0.8725429975429976,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_46_seed1999_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,83,1,0.18,C,0.877047502047502,0.9993364299933643,True,0.9826986076986077,1.0,True,False,False,,0.0,0.8969082719082719,0.9993364299933643,True,False,False,,0.0,0.877047502047502,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_47_seed4228_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,87,1,0.14,C,0.8781736281736282,1.0,True,0.9177927927927928,1.0,True,False,False,,0.0,0.898034398034398,1.0,True,False,False,,0.0,0.8781736281736282,1.0,True,False,False,,0
Simonsmeier_et_al_2022_training_48_seed1430_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,89,1,0.12,C,0.8723382473382474,0.9993364299933643,True,0.911957411957412,0.9993364299933643,True,False,False,,0.0,0.8920966420966421,0.9993364299933643,True,False,False,,0.0,0.8723382473382474,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_49_seed4522_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,86,1,0.15,C,0.8773546273546273,0.9993364299933643,True,0.9833128583128583,1.0,True,False,False,,0.0,0.8972153972153972,0.9993364299933643,True,False,False,,0.0,0.8773546273546273,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_50_seed8345_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,88,1,0.13,C,0.8738738738738738,0.9993364299933643,True,0.9824938574938575,1.0,True,False,False,,0.0,0.8936322686322686,0.9993364299933643,True,False,False,,0.0,0.8738738738738738,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_51_seed2712_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,93,1,0.08,B,0.8927108927108927,0.9993364299933643,True,0.9125716625716626,0.9993364299933643,True,False,False,,0.0,0.8927108927108927,0.9993364299933643,True,False,False,,0.0,0.872952497952498,0.9993364299933643,True,False,False,,0
Woods_et_al_2022_training_88_seed8775_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,96,1,0.05,A,0.3178841309823678,1.0,True,0.3178841309823678,1.0,True,True,False,,,0.26213266162888327,1.0,True,False,False,,0.0,0.16759026028547439,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_89_seed2815_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,96,1,0.05,A,0.3204030226700252,1.0,True,0.3204030226700252,1.0,True,True,False,,,0.26213266162888327,1.0,True,False,False,,0.0,0.16910159529806884,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_90_seed988_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,98,1,0.03,A,0.31889168765743076,1.0,True,0.31889168765743076,1.0,True,True,False,,,0.2624685138539043,1.0,True,False,False,,0.0,0.16943744752308984,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_91_seed3460_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,97,1,0.04,A,0.3202350965575147,1.0,True,0.3202350965575147,1.0,True,True,False,,,0.2623005877413938,1.0,True,False,False,,0.0,0.16910159529806884,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_92_seed5686_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,99,1,0.02,A,0.3197313182199832,1.0,True,0.3197313182199832,1.0,True,True,False,,,0.2624685138539043,1.0,True,False,False,,0.0,0.16859781696053736,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_93_seed1083_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,109,1,0.009174311926605505,A,0.3210747271200672,1.0,True,0.3210747271200672,1.0,True,True,False,,,0.26381192275398824,1.0,True,False,False,,0.0,0.17027707808564232,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_94_seed3914_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,94,1,0.07,B,0.23963056255247692,1.0,True,0.28883291351805207,1.0,True,True,False,,,0.23963056255247692,1.0,True,True,False,,,0.1706129303106633,1.0,True,False,False,,0
Woods_et_al_2022_training_95_seed581_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,97,1,0.04,A,0.3187237615449202,1.0,True,0.3187237615449202,1.0,True,True,False,,,0.2623005877413938,1.0,True,False,False,,0.0,0.16876574307304787,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_80_seed6631_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,97,1,0.04,A,0.32057094878253567,1.0,True,0.32057094878253567,1.0,True,True,False,,,0.2623005877413938,1.0,True,False,False,,0.0,0.16893366918555835,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_81_seed8054_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,98,1,0.03,A,0.3198992443324937,1.0,True,0.3198992443324937,1.0,True,True,False,,,0.2624685138539043,1.0,True,False,False,,0.0,0.16876574307304787,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_82_seed1853_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,96,1,0.05,A,0.3193954659949622,1.0,True,0.3193954659949622,1.0,True,True,False,,,0.26213266162888327,1.0,True,False,False,,0.0,0.16876574307304787,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_83_seed4256_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,92,1,0.09,B,0.2616288832913518,1.0,True,0.31855583543240973,1.0,True,True,False,,,0.2616288832913518,1.0,True,False,False,,0.0,0.16759026028547439,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_84_seed5571_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,99,1,0.02,A,0.3209068010075567,1.0,True,0.3209068010075567,1.0,True,True,False,,,0.2624685138539043,1.0,True,False,False,,0.0,0.16977329974811084,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_85_seed3646_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,99,1,0.02,A,0.31889168765743076,1.0,True,0.31889168765743076,1.0,True,True,False,,,0.2624685138539043,1.0,True,False,False,,0.0,0.16809403862300587,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_86_seed77_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,97,1,0.04,A,0.3202350965575147,1.0,True,0.3202350965575147,1.0,True,True,False,,,0.2623005877413938,1.0,True,False,False,,0.0,0.16893366918555835,0.9962264150943396,True,False,False,,0
Woods_et_al_2022_training_87_seed8357_LR_SBERT_complete_results_key1.csv,LR_SBERT,5955,265,264,97,1,0.04,A,0.3195633921074727,1.0,True,0.3195633921074727,1.0,True,True,False,,,0.2623005877413938,1.0,True,False,False,,0.0,0.16876574307304787,0.9962264150943396,True,False,False,,0
Simonsmeier_et_al_2022_training_60_seed7814_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,86,1,0.15,C,0.8714168714168714,0.9993364299933643,True,0.911036036036036,0.9993364299933643,True,False,False,,0.0,0.8912776412776413,0.9993364299933643,True,False,False,,0.0,0.8714168714168714,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_61_seed5247_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,93,1,0.08,B,0.8941441441441441,0.9993364299933643,True,0.9824938574938575,1.0,True,False,False,,0.0,0.8941441441441441,0.9993364299933643,True,False,False,,0.0,0.8743857493857494,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_62_seed5385_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,88,1,0.13,C,0.8745904995904996,0.9993364299933643,True,0.9832104832104832,1.0,True,False,False,,0.0,0.8943488943488943,0.9993364299933643,True,False,False,,0.0,0.8745904995904996,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_63_seed3541_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,86,1,0.15,C,0.8741809991809992,0.9993364299933643,True,0.9826986076986077,1.0,True,False,False,,0.0,0.894041769041769,0.9993364299933643,True,False,False,,0.0,0.8741809991809992,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_64_seed3241_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,85,1,0.16,C,0.8744881244881245,0.9993364299933643,True,0.9141072891072891,0.9993364299933643,True,False,False,,0.0,0.8943488943488943,0.9993364299933643,True,False,False,,0.0,0.8744881244881245,0.9993364299933643,True,False,False,,0
Simonsmeier_et_al_2022_training_65_seed240_LR_SBERT_complete_results_key1.csv,LR_SBERT,9768,1507,1506,82,1,0.19,C,0.8723382473382474,0.9993364299933643,True,0.9120597870597871,0.9993364299933643,True,False,False,,0.0,0.8921990171990172,0.9993364299933643,True,False,False,,0.0,0.8723382473382474,0.9993364299933643,True,False,False,,0
